"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","time_weeks","format","country","rob","db"
"1430","LaBrie, 2012",NA,0.126647173795788,0.203845138942673,"cbt","wl","USA","H","ma-t","wl","4","ind","us",1,"gam"
"1431","Ladouceur, 2001",NA,0.597761041036765,0.253620498302659,"cbt","wl","Canada","H",NA,NA,"12","ind","can",0,"gam"
"1432","Marceaux, 2011",NA,1.38825543376814,0.487559192428892,"cbt","wl","USA","H",NA,NA,"8","grp","us",0,"gam"
"1433","Oei, 2010",NA,1.78947822863663,0.293058082464504,"cbt","wl","Australia","H","ind","wl","6","ind","au",1,"gam"
"1434","Oei, 2010",NA,1.59617509574113,0.284339149692352,"cbt","wl","Australia","H","grp","wl","6","grp","au",1,"gam"
"1435","Oei, 2018",NA,1.23576704526377,0.29411104008253,"cbt","wl","Australia","H",NA,NA,"7","ind","au",0,"gam"
"1436","Petry, 2006",NA,0.420713128985457,0.182927804633283,"cbt","cau","USA","H","f2f","cau","8","ind","us",2,"gam"
"1437","Petry, 2006",NA,0.218071172428867,0.18041055819708,"cbt","cau","USA","H","wb","cau","8","ind","us",2,"gam"
"1438","Petry, 2009",NA,0.116723122922506,0.287325259141114,"cbt","ao","USA","H",NA,NA,"6","ind","us",4,"gam"
"1439","Petry, 2016",NA,0.094660650005822,0.167956874742337,"cbt","cau","USA","H",NA,NA,"8","ind","us",2,"gam"
"1440","So, 2020",NA,0.0730066735140876,0.142038711809881,"cbt","ao","Japan","H",NA,NA,"4","ind","eas",3,"gam"
"1441","Sylvain, 1997",NA,1.35652060259411,0.402724258023046,"cbt","wl","Canada","H",NA,NA,NA,"ind","can",0,"gam"
"1442","Wong, 2015",NA,0.302259649816671,0.352120719030309,"cbt","cau","China","UM",NA,NA,"10","grp","eas",1,"gam"
"1443","Casey, 2017",NA,1.23407304203857,0.280700179400134,"cbt","wl","Australia","H",NA,NA,"6","ind","au",1,"gam"
"1444","Cunningham, 2019",NA,-0.115359486762375,0.120036298148586,"cbt","wl","Canada","H",NA,NA,"6","ind","can",3,"gam"
"1445","Ede, 2020",NA,6.67401157757693,0.807989074022412,"cbt","wl","Nigeria","LM",NA,NA,"8","grp","oth",3,"gam"
"1446","Grant, 2009",NA,0.889231808969184,0.251700597179558,"cbt","cau","USA","H",NA,NA,"8","ind","us",1,"gam"
"1447","So, 2020",NA,0.150597379576918,0.142193636148503,"cbt","ao","Japan","H",NA,NA,"4","ind","eas",3,"gam"
"1448","Abbott, 2018",NA,0.0491184397167087,0.146036106492246,"cbt","cau","Australia","H","wb + telephone","cau","12","ind","au",4,"gam"
"1449","Abbott, 2018",NA,0.0460376518585977,0.141615358842742,"cbt","cau","Australia","H","wb","cau","12","ind","au",4,"gam"
"1450","Boudreault, 2018",NA,0.382817900390095,0.27073880070112,"cbt","wl","Canada","H",NA,NA,"11","ind","can",2,"gam"
"1451","Carlbring, 2010",NA,0.438165855030177,0.572299032039806,"cbt","wl","Sweden","H",NA,NA,"12","ind","eu",3,"gam"
"1452","Casey, 2017",NA,0.398796148514238,0.253185020470792,"cbt","wl","Australia","H",NA,NA,"6","ind","au",1,"gam"
"1453","Dowling, 2007",NA,1.07649462640712,0.380528934079454,"cbt","wl","Australia","H","ind","wl","12","ind","au",1,"gam"
"1454","Dowling, 2007",NA,0.557949006720594,0.34034039528586,"cbt","wl","Australia","H","grp","wl","12","grp","au",1,"gam"
"1455","Hodgins, 2001",NA,0.625389631197836,0.251421986284229,"cbt","wl","Canada","H","mi","wl","12","ind","can",0,"gam"
"1456","Hodgins, 2001",NA,0.202658004977114,0.24216925262856,"cbt","wl","Canada","H","wb","wl","12","ind","can",0,"gam"
"1457","Ladouceur, 2001",NA,0.705788166697113,0.255780185023093,"cbt","wl","Canada","H",NA,NA,"12","ind","can",0,"gam"
"1458","Marceaux, 2011",NA,0.515481963340374,0.447159799952247,"cbt","wl","USA","H",NA,NA,"8","grp","us",0,"gam"
"1459","Myrseth, 2009",NA,0.549581427464752,0.511068805948316,"cbt","wl","Norway","H",NA,NA,"7","ind","eu",0,"gam"
"1460","Oei, 2010",NA,0.395228054558313,0.249904105378533,"cbt","wl","Australia","H","ind","wl","6","ind","au",1,"gam"
"1461","Oei, 2010",NA,0.419504273878571,0.250208323444966,"cbt","wl","Australia","H","grp","wl","6","grp","au",1,"gam"
"1462","Oei, 2018",NA,-0.0643852365067163,0.269547916086902,"cbt","wl","Australia","H",NA,NA,"7","ind","au",0,"gam"
"1463","Petry, 2008",NA,0.396374622356495,0.21830663315691,"cbt","ao","USA","H",NA,NA,"6","ind","us",4,"gam"
"1464","So, 2020",NA,0.0230466522037504,0.14199583053978,"cbt","ao","Japan","H",NA,NA,"4","ind","eas",3,"gam"
"1465","Sylvain, 1997",NA,0.989113416021983,0.383833504415848,"cbt","wl","Canada","H",NA,NA,NA,"ind","can",0,"gam"
"1466","Wong, 2015",NA,0,0.350022053495501,"cbt","cau","China","UM",NA,NA,"10","grp","eas",1,"gam"
"1467","Carlbring, 2008",NA,1.34433394333413,0.270062936997221,"cbt","wl","Sweden","H",NA,NA,"12","ind","eu",3,"gam"
"1468","Carlbring, 2010",NA,-0.44298500494536,0.270271735080081,"cbt","wl","Sweden","H",NA,NA,"12","ind","eu",3,"gam"
"1469","So, 2020",NA,0.0984917394707338,0.142077755714146,"cbt","ao","Japan","H",NA,NA,"4","ind","eas",3,"gam"
"1470","Casey, 2017",NA,1.10101495904128,0.272997519657883,"cbt","wl","Australia","H",NA,NA,"6","ind","au",1,"gam"
"1471","Ede, 2020",NA,4.34209239528654,0.57596704908725,"cbt","wl","Nigeria","LM",NA,NA,"8","grp","oth",3,"gam"
"1472","Petry, 2006",NA,0.406022920047565,0.182792811929039,"cbt","cau","USA","H","f2f","cau","8","ind","us",2,"gam"
"1473","Petry, 2006",NA,0.021628587394777,0.179887799884191,"cbt","cau","USA","H","wb","cau","8","ind","us",2,"gam"
"1474","Petry, 2016",NA,0.227403769487848,0.168407583046404,"cbt","cau","USA","H",NA,NA,"8","ind","us",2,"gam"
"1475","Sylvain, 1997",NA,2.63105712917571,0.499812887329131,"cbt","wl","Canada","H",NA,NA,NA,"ind","can",0,"gam"
"1476","Wong, 2015",NA,0.00345546728562018,0.350022328599122,"cbt","cau","China","UM",NA,NA,"10","grp","eas",1,"gam"
"1477","Grant, 2009",NA,1.16246598308992,0.259759898698226,"cbt","cau","USA","H",NA,NA,"8","ind","us",1,"gam"
"1478","Andrade et al. (2016)","Andradeetal.(2016)_msd_IES-R_Post_NA_NA_otherpsy_tau_NA_NA",0.18522226,0.3835241438,"other psy","tau","Portugal","H",NA,NA,NA,"4","2",1,"grief"
"1479","Barbosa et al. (2014)","Barbosaetal.(2014)_msd_ICG_Post_NA_NA_cbt_wl_NA_NA",2.40515503,0.4241670078,"cbt","wl","Portugal","H",NA,NA,NA,"1","2",1,"grief"
"1480","Buck et al. (2020)","Bucketal.(2020)_msd_ICG_Post_NA_NA_otherpsy_wl_NA_NA",1.926460683,0.3347926212,"other psy","wl","USA","H",NA,NA,NA,"1","1",0,"grief"
"1481","Dominick et al. (2009)","Dominicketal.(2009)_msd_19attitudinalitemsdevelopedforthestudy_Post_NA_NA_otherpsy_tau_NA_NA",-0.2754361311,0.2455489753,"other psy","tau","USA","H",NA,NA,NA,"3","1",0,"grief"
"1482","Eisma et al. (2015)","Eismaetal.(2015)_msd_ICG-R_Post_NA_NA_cbt_wl_cbt(EXP)_wl",0.4260867108,0.4129763338,"cbt","wl","Netherlands","H","cbt (EXP)","wl",NA,"3","2",0,"grief"
"1483","Eisma et al. (2015)","Eismaetal.(2015)_msd_ICG-R_Post_NA_NA_cbt_wl_cbt(BA)_wl",0.1336322251,0.4374590736,"cbt","wl","Netherlands","H","cbt (BA)","wl",NA,"3","2",0,"grief"
"1484","García et al. (2014)","Garcíaetal.(2014)_msd_TRIG_Post_NA_NA_otherpsy_tau_NA_NA",0.3612825715,0.2162098197,"other psy","tau","Spain","H",NA,NA,NA,"1","2",0,"grief"
"1485","Goodkin et al. (1999)","Goodkinetal.(1999)_msd_TRIG_Post_NA_NA_otherpsy_tau_NA_NA",0.06465292397,0.1561915018,"other psy","tau","USA","H",NA,NA,NA,"2","1",1,"grief"
"1486","Groot et al. (2007)","Grootetal.(2007)_msd_inventoryoftraumaticgrief_Post_NA_NA_cbt_tau_NA_NA",-0.1443166791,0.1825125694,"cbt","tau","Netherlands","H",NA,NA,NA,"1","2",1,"grief"
"1487","Johansen et al. (2022)","Johansenetal.(2022)_msd_PG-13_Post_NA_NA_otherpsy_wl_NA_NA",0.0294541122,0.2577908025,"other psy","wl","Denmark","H",NA,NA,NA,"2","2",0,"grief"
"1488","Kaiser et al. (2022)","Kaiseretal.(2022)_msd_ICG_Post_NA_NA_Writ_wl_NA_NA",0.7935402686,0.2311119541,"Writ","wl","Germany","H",NA,NA,NA,"3","2",0,"grief"
"1489","Kovac & Lilian (2000).","Kovac&Lilian(2000)._msd_GRQ_Post_NA_NA_Writ_otherctrl_NA_NA",0.2279276884,0.3176894833,"Writ","other ctrl","USA","H",NA,NA,NA,"3","1",0,"grief"
"1490","Lenferink et al.  (2020)","Lenferinketal.(2020)_msd_TGI-SR_Post_NA_NA_otherpsy_wl_NA_NA",0.07618046499,0.3383281297,"other psy","wl","Netherlands","H",NA,NA,NA,"1","2",0,"grief"
"1491","Litz et al. (2014)","Litzetal.(2014)_msd_PG-13_Post_NA_NA_cbt_wl_NA_NA",0.9171378924,0.2467055349,"cbt","wl","USA","H",NA,NA,NA,"3","1",0,"grief"
"1492","Mawson et al. (1981)","Mawsonetal.(1981)_msd_TRIG_Post_NA_NA_cbt_otherctrl_NA_NA",1.210433406,0.6363802316,"cbt","other ctrl","United Kingdom","H",NA,NA,NA,"1","2",1,"grief"
"1493","McGuiness et al. (2015)","McGuinessetal.(2015)_otherstat_TRIG—PartII_Post_NA_NA_otherpsy_wl_NA_NA",0.3297373078,0.4550844082,"other psy","wl","Ireland","H",NA,NA,NA,"2","2",1,"grief"
"1494","O'Connor et al. (2003)","O'Connoretal.(2003)_msd_CBI_Post_NA_NA_Writ_wl_NA_NA",-0.1887966151,0.3006830841,"Writ","wl","Australia","H",NA,NA,NA,"2","3",1,"grief"
"1495","Range et al. (2000)","Rangeetal.(2000)_msd_GRQ_Post_NA_NA_Writ_otherctrl_NA_NA",-0.3882967371,0.3056849167,"Writ","other ctrl","USA","H",NA,NA,NA,"1","1",1,"grief"
"1496","Rosner et al. (2014)","Rosneretal.(2014)_msd_PG-13_Post_NA_NA_cbt_wl_NA_NA",1.320827255,0.3103967513,"cbt","wl","Germany","H",NA,NA,NA,"1","2",0,"grief"
"1497","Shear et al. (2016)","Shearetal.(2016)_otherstat_ICG_Post_NA_NA_otherpsy_otherctrl_NA_NA",0.4767950609,0.1447108263,"other psy","other ctrl","USA","H",NA,NA,NA,"1","1",0,"grief"
"1498","Sikkema et al. (2004, 2006)","Sikkemaetal.(2004_2006)_msd_GRI_Post_NA_NA_cbt_tau_NA_NA",0.3287767883,0.1337741237,"cbt","tau","USA","H",NA,NA,NA,"2","1",1,"grief"
"1499","Supiano & Luptak (2013)","Supiano&Luptak(2013)_msd_PG-13_Post_NA_NA_otherpsy_tau_NA_NA",0.08335383366,0.3437480672,"other psy","tau","USA","H",NA,NA,NA,"2","1",0,"grief"
"1500","Treml et al. (2021)","Tremletal.(2021)_msd_ICG_Post_NA_NA_Writ_wl_NA_NA",1.033902996,0.2802066866,"Writ","wl","Germany","H",NA,NA,NA,"3","2",1,"grief"
"1501","Van der Houwen et al. (2010)","VanderHouwenetal.(2010)_msd_9itemsbasedonDSM-V_Post_NA_NA_Writ_wl_NA_NA",0.2341958698,0.09472383354,"Writ","wl","Netherlands","H",NA,NA,NA,"3","2",1,"grief"
"1502","Wagner et al. (2006, 2007)","Wagneretal.(2006_2007)_msd_IES_Post_NA_NA_Writ_wl_NA_NA",1.141799798,0.3027301074,"Writ","wl","Switzerland","H",NA,NA,NA,"3","2",1,"grief"
"1503","Wagner et al. (2022)","Wagneretal.(2022)_msd_ICG-D_Post_NA_NA_cbt_wl_NA_NA",-0.00181784153,0.1725164244,"cbt","wl","Germany","H",NA,NA,NA,"2","2",0,"grief"
"1504","Wendy & Gruess (2014)","Wendy&Gruess(2014)_msd_ICG-R-SF_Post_NA_NA_Writ_otherctrl_Writ(ED)_otherctrl",0.1675052745,0.231537846,"Writ","other ctrl","USA","H","Writ (ED)","other ctrl",NA,"3","1",0,"grief"
"1505","Wendy & Gruess (2014)","Wendy&Gruess(2014)_msd_ICG-R-SF_Post_NA_NA_Writ_otherctrl_Writ(SM)_otherctrl",0.1397627262,0.2453264196,"Writ","other ctrl","USA","H","Writ (SM)","other ctrl",NA,"3","1",0,"grief"
"1506","Wendy & Gruess (2014)","Wendy&Gruess(2014)_msd_ICG-R-SF_Post_NA_NA_Writ_otherctrl_Writ(BF)_otherctrl",0.1035685369,0.2411644926,"Writ","other ctrl","USA","H","Writ (BF)","other ctrl",NA,"3","1",0,"grief"
"1507","Wittouck et al. (2014)","Wittoucketal.(2014)_msd_ITG_Post_NA_NA_otherpsy_otherctrl_NA_NA",0.0797621156,0.2407188319,"other psy","other ctrl","Belgium","H",NA,NA,NA,"1","2",1,"grief"
"1508","Nam (2016) a","Nam(2016)a_msd_ICG_Post_NA_NA_otherpsy_psychoed_NA_NA",1.827581679,0.3695195347,"other psy","psychoed","South Korea","H",NA,NA,NA,"4","3",0,"grief"
"1509","Nam (2017)","Nam(2017)_msd_ICG_Post_NA_NA_dpm_psychoed_NA_NA",0.8200447053,0.1607145559,"dpm","psychoed","South Korea","H",NA,NA,NA,"1","3",0,"grief"
"1510","Alcolado,2016","Alcolado_2016_otherstat_voci_post_3_sr_ct_wl_NA_NA",1.66,0.48,"ct","wl","Canada","H",NA,NA,"3","ind","N America",2,"ocd"
"1511","Anderson,2007","Anderson_2007_msd_ybocs_post_10_cr_cbt_wl_cbt(grp)_wl",0.73225918698949,0.360138975632893,"cbt","wl","Australia","H","cbt(grp)","wl","10","grp","au",2,"ocd"
"1512","Anderson,2007","Anderson_2007_msd_ybocs_post_10_cr_cbt_wl_cbt(ind)_wl",0.999838640832884,0.383733336178153,"cbt","wl","Australia","H","cbt(ind)","wl","10","ind","au",2,"ocd"
"1513","Andersson,2012","Andersson_2012_msd_ybocs_post_10_cr_cbt_psychologicalplacebo_NA_NA",1.11179118015687,0.215156564378041,"cbt","psychological placebo","Sweden","H",NA,NA,"10","gsh","eu",2,"ocd"
"1514","Andersson,2012","Andersson_2012_msd_oci-r_post_10_cr_cbt_psychologicalplacebo_NA_NA",0.612985614388741,0.205836533574938,"cbt","psychological placebo","Sweden","H",NA,NA,"10","gsh","eu",2,"ocd"
"1515","Braga,2016","Braga_2016_msd_ybocs_post_12_cr_cbt_wl_NA_NA",1.21938546830796,0.218012860997133,"cbt","wl","Brazil","UM",NA,NA,"12","grp","eu",2,"ocd"
"1516","Challacombe,2017","Challacombe_2017_msd_ybocs_post_26_cr_cbt_cau_NA_NA",0.897159250798138,0.366246221569807,"cbt","cau","United Kingdom","H",NA,NA,"26","TI","uk",2,"ocd"
"1517","Challacombe,2017","Challacombe_2017_msd_oci-r_post_26_sr_cbt_cau_NA_NA",0.924225403702928,0.367316002964705,"cbt","cau","United Kingdom","H",NA,NA,"26","TI","uk",2,"ocd"
"1518","Cordioli,2003","Cordioli_2003_msd_ybocs_post_12_cr_cbt_wl_NA_NA",1.18454314880034,0.317151680970298,"cbt","wl","Brazil","LM",NA,NA,"12","grp","oth",2,"ocd"
"1519","Cordioli,2003","Cordioli_2003_msd_nimh-oc_post_12_cr_cbt_wl_NA_NA",1.23605534841459,0.319307514199987,"cbt","wl","Brazil","LM",NA,NA,"12","grp","oth",2,"ocd"
"1520","Fals-Stewart-Schafer,1992","Fals-Stewart-Schafer_1992_msd_nimh-oc_post_6_cr_erp_psychologicalplacebo_NA_NA",1.43018506037417,0.370217468547198,"erp","psychological placebo","USA","H",NA,NA,"6","ind","N America",2,"ocd"
"1521","Foa,2005","Foa_2005_msd_ybocs_post_12_cr_erp_pillplacebo_NA_NA",1.52368552314169,0.356454879415902,"erp","pill placebo","USA","H",NA,NA,"12","ind","N America",2,"ocd"
"1522","Foa,2005","Foa_2005_msd_nimh-oc_post_12_cr_erp_pillplacebo_NA_NA",1.77314477482885,0.370795716114983,"erp","pill placebo","USA","H",NA,NA,"12","ind","N America",2,"ocd"
"1523","Freeston,1997","Freeston_1997_msd_ybocs_post_16_cr_cbt_wl_NA_NA",1.18037075645062,0.404379889979271,"cbt","wl","Canada","H",NA,NA,"16","ind","N America",2,"ocd"
"1524","Freeston,1997","Freeston_1997_msd_padua_post_16_sr_cbt_wl_NA_NA",0.82921792403291,0.388129193222705,"cbt","wl","Canada","H",NA,NA,"16","ind","N America",2,"ocd"
"1525","Gomes,2016","Gomes_2016_msd_ybocs_post_13_cr_cbt_wl_NA_NA",1.48726101968062,0.246233023659058,"cbt","wl","Brazil","UM",NA,NA,"13","FB","oth",2,"ocd"
"1526","Gomes,2016","Gomes_2016_msd_oci-r_post_13_sr_cbt_wl_NA_NA",1.27698564376067,0.23905801685151,"cbt","wl","Brazil","UM",NA,NA,"13","FB","oth",2,"ocd"
"1527","Greist,2002","Greist_2002_msd_ybocs_post_10_sr_erp_psychologicalplacebo_erp(ind)_psychologicalplacebo",0.997075203544857,0.193633198907312,"erp","psychological placebo","USA","H","erp(ind)","psychological placebo","10","ind","N America",2,"ocd"
"1528","Herbst,2014","Herbst_2014_msd_ybocs_post_8_sr_erp_wl_NA_NA",0.769607389856221,0.35664035807798,"erp","wl","Germany","H",NA,NA,"8","gsh","eu",2,"ocd"
"1529","Herbst,2014","Herbst_2014_msd_oci-r_post_8_sr_erp_wl_NA_NA",0.835617136856314,0.358924641165612,"erp","wl","Germany","H",NA,NA,"8","gsh","eu",2,"ocd"
"1530","Khodarahimi,2009","Khodarahimi_2009_msd_ybocs_post_6_sr_erp_wl_erp_wl",2.92041212150507,0.459321153345249,"erp","wl","Iran","UM","erp","wl","6","ind","oth",2,"ocd"
"1531","Khodarahimi,2009","Khodarahimi_2009_msd_ybocs_post_6_sr_otherpsy_wl_otherpsy_wl",3.02719164054178,0.468230225763666,"other psy","wl","Iran","UM","other psy","wl","6","ind","oth",2,"ocd"
"1532","Kobayashi,2020","Kobayashi_2020_msd_ybocs_post_16_cr_erp_cau_NA_NA",1.66834594937256,0.571822758676799,"erp","cau","Japan","H",NA,NA,"16","FB","oth",1,"ocd"
"1533","Kyrios,2018","Kyrios_2018_msd_ybocs_post_12_cr_cbt_psychologicalplacebo_NA_NA",0.54011366654452,0.152213317234354,"cbt","psychological placebo","Australia","H",NA,NA,"12","gsh","au",2,"ocd"
"1534","Launes,2019","Launes_2019_msd_ybocs_post_12_cr_erp_wl_erp(intensive)_wl",3.76281567892582,0.608220300460644,"erp","wl","Norway","H","erp(intensive)","wl","12","oth","eu",0,"ocd"
"1535","Launes,2019","Launes_2019_msd_docs-sf_post_12_sr_erp_wl_erp(intensive)_wl",1.81341424123157,0.43021622542531,"erp","wl","Norway","H","erp(intensive)","wl","12","oth","eu",0,"ocd"
"1536","Launes,2019","Launes_2019_msd_oci-r_post_12_sr_erp_wl_erp(intensive)_wl",1.64204979660704,0.418350091315225,"erp","wl","Norway","H","erp(intensive)","wl","12","oth","eu",0,"ocd"
"1537","Lindsay,1997","Lindsay_1997_msd_ybocs_post_3_cr_erp_psychologicalplacebo_NA_NA",2.88997937083339,0.691376621759009,"erp","psychological placebo","Australia","H",NA,NA,"3","ind","au",2,"ocd"
"1538","Lindsay,1997","Lindsay_1997_msd_moci_post_3_sr_erp_psychologicalplacebo_NA_NA",1.79744517488993,0.566714877735916,"erp","psychological placebo","Australia","H",NA,NA,"3","ind","au",2,"ocd"
"1539","Lindsay,1997","Lindsay_1997_msd_padua_post_3_sr_erp_psychologicalplacebo_NA_NA",1.28312885936421,0.522153066262954,"erp","psychological placebo","Australia","H",NA,NA,"3","ind","au",2,"ocd"
"1540","Mancebo,2021","Mancebo_2021_msd_ybocs_post_16_cr_erp_cau_NA_NA",0.700326154253092,0.343483920094738,"erp","cau","USA","H",NA,NA,"16","oth","N America",2,"ocd"
"1541","Mathur,2021","Mathur_2021_msd_ybocs_post_12_cr_third-wave_psychologicalplacebo_NA_NA",0.560998367905813,0.263360585186499,"third-wave","psychological placebo","India","LM",NA,NA,"12","ind","oth",0,"ocd"
"1542","Matsumoto,2022","Matsumoto_2022_msd_ybocs_post_12_cr_cbt_wl_NA_NA",0.915873173289068,0.385611776072033,"cbt","wl","Japan","H",NA,NA,"12","gsh","oth",1,"ocd"
"1543","Matsumoto,2022","Matsumoto_2022_msd_oci_post_12_sr_cbt_wl_NA_NA",0.915873173289068,0.385611776072033,"cbt","wl","Japan","H",NA,NA,"12","gsh","oth",1,"ocd"
"1544","O'Connor,1999","O'Connor_1999_msd_ybocs_post_20_cr_cbt_notreatment_NA_NA",0.578066042966244,0.591332333932196,"cbt","no treatment","Canada","H",NA,NA,"20","ind","N America",2,"ocd"
"1545","O'Connor,1999","O'Connor_1999_msd_nimh-oc_post_20_cr_cbt_notreatment_NA_NA",1.76589007239874,0.697010014195887,"cbt","no treatment","Canada","H",NA,NA,"20","ind","N America",2,"ocd"
"1546","O'Connor,2006","O'Connor_2006_msd_ybocs_post_22_cr_cbt_pillplacebo_NA_NA",1.5892879996522,0.518498323590996,"cbt","pill placebo","Canada","H",NA,NA,"22","ind","N America",2,"ocd"
"1547","O'Connor,2006","O'Connor_2006_msd_padua_post_22_sr_cbt_pillplacebo_NA_NA",1.2736069666587,0.49417497145669,"cbt","pill placebo","Canada","H",NA,NA,"22","ind","N America",2,"ocd"
"1548","Rupp,2019","Rupp_2019_msd_ybocs_post_2_cr_otherpsy_wl_NA_NA",0.622717077319245,0.324107554694402,"other psy","wl","Germany","H",NA,NA,"2","ind","eu",2,"ocd"
"1549","Russman Block,2023","RussmanBlock_2023_msd_ybocs_post_12_cr_erp_psychologicalplacebo_b_psychologicalplacebo",1.66773503839532,0.295838088306778,"erp","psychological placebo","USA","H","b","psychological placebo","12","ind","N America",2,"ocd"
"1550","Twohig,2010","Twohig_2010_msd_ybocs_post_9_cr_third-wave_psychologicalplacebo_NA_NA",0.811680095239471,0.250926319422457,"third-wave","psychological placebo","USA","H",NA,NA,"9","ind","N America",2,"ocd"
"1551","van-Balkom,1998","van-Balkom_1998_msd_ybocs_post_8_cr_ct_wl_ct_wl",0.523213918715041,0.325532686811348,"ct","wl","Netherlands","H","ct","wl","8","ind","eu",2,"ocd"
"1552","van-Balkom,1998","van-Balkom_1998_msd_padua_post_8_sr_ct_wl_ct_wl",0.247367670138564,0.321365797684674,"ct","wl","Netherlands","H","ct","wl","8","ind","eu",2,"ocd"
"1553","van-Balkom,1998","van-Balkom_1998_msd_ybocs_post_8_cr_erp_wl_erp_wl",0.978300513863116,0.355533041102382,"erp","wl","Netherlands","H","erp","wl","8","ind","eu",2,"ocd"
"1554","van-Balkom,1998","van-Balkom_1998_msd_padua_post_8_sr_erp_wl_erp_wl",0.359422151403439,0.338196257601311,"erp","wl","Netherlands","H","erp","wl","8","ind","eu",2,"ocd"
"1555","Vogel,2014","Vogel_2014_msd_ybocs_post_12_cr_erp_wl_erp(vct)_wl",2.37441314553991,0.594690410236938,"erp","wl","Norway","H","erp(vct)","wl","12","oth","eu",2,"ocd"
"1556","Vogel,2014","Vogel_2014_msd_voci_post_12_sr_erp_wl_erp(vct)_wl",1.63533082177066,0.522385880703309,"erp","wl","Norway","H","erp(vct)","wl","12","oth","eu",2,"ocd"
"1557","Whittal,2010","Whittal_2010_msd_ybocs_post_12_cr_ct_psychologicalplacebo_NA_NA",0.471445153890758,0.249114679811849,"ct","psychological placebo","Canada","H",NA,NA,"12","ind","N America",NA,"ocd"
"1558","Wilhelm,2009","Wilhelm_2009_change_ybocs_post_12_cr_ct_wl_NA_NA",1.84007366854321,0.492274435548278,"ct","wl","Canada","H",NA,NA,"12","ind","N America",2,"ocd"
"1559","Wootton,2013","Wootton_2013_msd_ybocs_post_8_cr_cbt_wl_cbt(bibli)_wl",1.36969646806253,0.367840487509281,"cbt","wl","Australia","H","cbt(bibli)","wl","8","gsh","au",2,"ocd"
"1560","Wootton,2013","Wootton_2013_msd_docs_post_8_sr_cbt_wl_cbt(bibli)_wl",0.614554561829371,0.337868207450282,"cbt","wl","Australia","H","cbt(bibli)","wl","8","gsh","au",2,"ocd"
"1561","Wootton,2013","Wootton_2013_msd_ybocs_post_8_cr_cbt_wl_cbt(internet)_wl",1.53080772654583,0.404998478259772,"cbt","wl","Australia","H","cbt(internet)","wl","8","gsh","au",2,"ocd"
"1562","Wootton,2013","Wootton_2013_msd_docs_post_8_sr_cbt_wl_cbt(internet)_wl",0.633298071576663,0.363435260411514,"cbt","wl","Australia","H","cbt(internet)","wl","8","gsh","au",2,"ocd"
"1563","Zejuan-Fu,2016","Zejuan-Fu_2016_msd_ybocs_post_NR_cr_cbt_cau_NA_NA",1.72291423332595,0.234675462372427,"cbt","cau","China","UM",NA,NA,"NR","oth","oth",2,"ocd"
"1564","Zhang,2021","Zhang_2021_msd_ybocs_post_10_cr_third-wave_psychologicalplacebo_NA_NA",0.274437550684144,0.266225825230024,"third-wave","psychological placebo","China","UM",NA,NA,"10","grp","oth",2,"ocd"
"1565","Addis, 2004","Addis_2004_msd_PDSS_post_22_NA_CBT_TAU/NT_NA_NA",-0.016,0.224,"CBT","TAU/NT","USA","H",NA,NA,"22","face-to-face","US",1,"pan"
"1566","Bakker, 1999","Bakker_1999_msd_CGI-S_post_12_NA_CT_PL_NA_NA",0.141,0.245,"CT","PL","Netherlands","H",NA,NA,"12","face-to-face","EU&UK",0,"pan"
"1567","Barlow, 1989","Barlow_1989_msd_FQ_post_NA_NA_PT_WL_PT_WL",0.556,0.416,"PT","WL","USA","H","PT","WL",NA,"face-to-face","US",0,"pan"
"1568","Barlow, 1989","Barlow_1989_msd_FQ_post_NA_NA_CBT_WL_CBT_WL",0.589,0.373,"CBT","WL","USA","H","CBT","WL",NA,"face-to-face","US",0,"pan"
"1569","Barlow, 1989","Barlow_1989_msd_FQ_post_NA_NA_CBT_WL_CBT(+relaxation)_WL",0.291,0.361,"CBT","WL","USA","H","CBT (+ relaxation)","WL",NA,"face-to-face","US",0,"pan"
"1570","Barlow, 2000","Barlow_2000_msd_PDSS_post_12_NA_CBT_PL_NA_NA",0.483,0.236,"CBT","PL","USA","H",NA,NA,"12","face-to-face","US",0,"pan"
